,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
viral pop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.050505050505050504,0.0,0.030303030303030304,0.01,0.043478260869565216,0.01,0.047619047619047616,0.0375,0.05,0.03,0.04,0.0,0.0,0.047619047619047616,0.01,0.0,0.0,0.0,0.0,0.05128205128205128,0.06060606060606061,0.07,0.010101010101010102,0.0,0.046875,0.0,0.0,0.030303030303030304,0.013333333333333334
hip hop,0.08823529411764706,0.3103448275862069,0.5652173913043478,0.3103448275862069,0.1891891891891892,0.0,0.017241379310344827,0.25757575757575757,0.1590909090909091,0.1111111111111111,0.32142857142857145,0.09090909090909091,0.62,0.17391304347826086,0.62,0.16666666666666666,0.2375,0.21,0.15,0.18,0.05,0.015873015873015872,0.0,0.08,0.0,0.0,0.39436619718309857,0.78,0.1794871794871795,0.18181818181818182,0.03,0.0707070707070707,0.26666666666666666,0.140625,0.03225806451612903,0.5714285714285714,0.1111111111111111,0.22666666666666666
indie garage rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0
uk contemporary r&b,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.010101010101010102,0.0
lgbtq+ hip hop,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.043478260869565216,0.0,0.0,0.0125,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.04040404040404041,0.0
bedroom pop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0125,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.04
canadian contemporary r&b,0.0,0.0,0.043478260869565216,0.10344827586206896,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.011904761904761904,0.0125,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.01,0.0,0.0,0.015625,0.0,0.0,0.04040404040404041,0.0
bergen indie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0
indie pop,0.0,0.0,0.0,0.034482758620689655,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.011904761904761904,0.025,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.02,0.0,0.022222222222222223,0.0,0.0,0.0,0.04040404040404041,0.013333333333333334
norwegian indie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0
boston indie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.013333333333333334
indie r&b,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.05952380952380952,0.0375,0.05,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.02666666666666667
canadian hip hop,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.010101010101010102,0.0,0.043478260869565216,0.08,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.056338028169014086,0.06,0.02564102564102564,0.06060606060606061,0.0,0.0,0.06666666666666667,0.015625,0.0,0.14285714285714285,0.0,0.02666666666666667
canadian pop,0.0,0.034482758620689655,0.043478260869565216,0.034482758620689655,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.050505050505050504,0.0,0.043478260869565216,0.08,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07042253521126761,0.05,0.02564102564102564,0.015151515151515152,0.01,0.0,0.06666666666666667,0.03125,0.0,0.14285714285714285,0.010101010101010102,0.04
toronto rap,0.0,0.06896551724137931,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.043478260869565216,0.08,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.056338028169014086,0.06,0.02564102564102564,0.06060606060606061,0.0,0.0,0.06666666666666667,0.015625,0.0,0.14285714285714285,0.0,0.02666666666666667
adult standards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.0,0.015625,0.0,0.0,0.010101010101010102,0.0
lounge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.010101010101010102,0.0
emo rap,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.023809523809523808,0.0125,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.05128205128205128,0.045454545454545456,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.013333333333333334
miami hip hop,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.06060606060606061,0.01,0.0,0.03,0.023809523809523808,0.0125,0.05,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.07042253521126761,0.0,0.05128205128205128,0.045454545454545456,0.0,0.0,0.08888888888888889,0.125,0.0,0.0,0.0,0.013333333333333334
alternative r&b,0.0,0.0,0.043478260869565216,0.1724137931034483,0.0,0.0,0.0,0.10606060606060606,0.0,0.04040404040404041,0.03571428571428571,0.010101010101010102,0.03,0.0,0.0,0.023809523809523808,0.1625,0.1,0.04,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.07692307692307693,0.09090909090909091,0.02,0.0,0.0,0.171875,0.0,0.0,0.09090909090909091,0.08
atl hip hop,0.029411764705882353,0.2413793103448276,0.043478260869565216,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.03571428571428571,0.10101010101010101,0.11,0.043478260869565216,0.1,0.0,0.0125,0.01,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.2535211267605634,0.15,0.0,0.09090909090909091,0.01,0.010101010101010102,0.1111111111111111,0.046875,0.0,0.14285714285714285,0.04040404040404041,0.06666666666666667
trap,0.029411764705882353,0.4827586206896552,0.30434782608695654,0.06896551724137931,0.02702702702702703,0.0,0.034482758620689655,0.15151515151515152,0.0,0.0,0.17857142857142858,0.06060606060606061,0.07,0.17391304347826086,0.32,0.023809523809523808,0.0125,0.01,0.1,0.1,0.0,0.0,0.0,0.03,0.0,0.0,0.6197183098591549,0.13,0.02564102564102564,0.30303030303030304,0.01,0.0,0.13333333333333333,0.09375,0.03225806451612903,0.2857142857142857,0.020202020202020204,0.12
abstract hip hop,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.011904761904761904,0.0125,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0
comic,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.03,0.0,0.0,0.011904761904761904,0.0125,0.01,0.01,0.01,0.0,0.015873015873015872,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0
indie pop rap,0.029411764705882353,0.06896551724137931,0.13043478260869565,0.034482758620689655,0.13513513513513514,0.0,0.41379310344827586,0.015151515151515152,0.0,0.030303030303030304,0.4642857142857143,0.0,0.12,0.043478260869565216,0.01,0.17857142857142858,0.1375,0.08,0.26,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.3333333333333333,0.06060606060606061,0.0,0.0,0.0,0.015625,0.1935483870967742,0.0,0.020202020202020204,0.08
modern rock,0.0,0.0,0.0,0.06896551724137931,0.21621621621621623,0.0,0.0,0.0,0.0,0.23232323232323232,0.0,0.06060606060606061,0.04,0.043478260869565216,0.0,0.08333333333333333,0.075,0.08,0.05,0.07,0.01,0.015873015873015872,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.020202020202020204,0.022222222222222223,0.046875,0.0,0.0,0.06060606060606061,0.0
electropop,0.0,0.0,0.043478260869565216,0.06896551724137931,0.10810810810810811,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.14285714285714285,0.020202020202020204,0.01,0.0,0.01,0.05952380952380952,0.0375,0.04,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.03125,0.06451612903225806,0.0,0.010101010101010102,0.02666666666666667
norwegian pop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0
tropical house,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.030303030303030304,0.0,0.010101010101010102,0.0,0.020202020202020204,0.0,0.0,0.0,0.023809523809523808,0.025,0.03,0.01,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.07575757575757576,0.0,0.0,0.022222222222222223,0.015625,0.0,0.0,0.0,0.0
brostep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.015625,0.0,0.0,0.0,0.0
progressive electro house,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.015625,0.0,0.0,0.0,0.0
southern hip hop,0.058823529411764705,0.10344827586206896,0.13043478260869565,0.0,0.02702702702702703,0.0,0.017241379310344827,0.07575757575757576,0.0,0.0,0.17857142857142858,0.09090909090909091,0.1,0.0,0.29,0.011904761904761904,0.0,0.01,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.3380281690140845,0.15,0.02564102564102564,0.09090909090909091,0.01,0.0,0.06666666666666667,0.046875,0.0,0.42857142857142855,0.030303030303030304,0.08
mellow gold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.32,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0
soft rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.031746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
hollywood,0.5588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.010101010101010102,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.01,0.0,0.38095238095238093,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13131313131313133,0.0,0.015625,0.0,0.0,0.0,0.0
movie tunes,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6984126984126984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0
show tunes,0.7058823529411765,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.07142857142857142,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.01,0.0,0.01,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08080808080808081,0.0,0.015625,0.0,0.0,0.010101010101010102,0.013333333333333334
a cappella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.0
album rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0
folk rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.0
piano rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.0,0.020202020202020204,0.01,0.0,0.0,0.023809523809523808,0.0125,0.02,0.01,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02564102564102564,0.0,0.02,0.04040404040404041,0.0,0.0,0.0,0.0,0.010101010101010102,0.0
rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.20202020202020202,0.0,0.0,0.0,0.0,0.020202020202020204,0.013333333333333334
singer-songwriter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.0
disney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31746031746031744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707070707070707,0.0,0.0,0.0,0.0,0.0,0.0
francoton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
french pop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deep underground hip hop,0.029411764705882353,0.034482758620689655,0.043478260869565216,0.0,0.02702702702702703,0.0,0.20689655172413793,0.0,0.0,0.030303030303030304,0.07142857142857142,0.0,0.02,0.0,0.01,0.047619047619047616,0.15,0.04,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0
bass trap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.02,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trap soul,0.0,0.034482758620689655,0.043478260869565216,0.034482758620689655,0.0,0.0,0.15517241379310345,0.045454545454545456,0.0,0.0,0.03571428571428571,0.0,0.0,0.043478260869565216,0.0,0.023809523809523808,0.0125,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02564102564102564,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0
underground hip hop,0.029411764705882353,0.10344827586206896,0.34782608695652173,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.02,0.043478260869565216,0.02,0.023809523809523808,0.0,0.02,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.1267605633802817,0.03,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.013333333333333334
vapor trap,0.0,0.06896551724137931,0.17391304347826086,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.011904761904761904,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.09859154929577464,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334
detroit hip hop,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.12,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.09,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.14285714285714285,0.010101010101010102,0.02666666666666667
chicago rap,0.0,0.034482758620689655,0.043478260869565216,0.0,0.0,0.0,0.0,0.06060606060606061,0.045454545454545456,0.04040404040404041,0.03571428571428571,0.010101010101010102,0.07,0.0,0.15,0.023809523809523808,0.0375,0.04,0.01,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.028169014084507043,0.11,0.02564102564102564,0.0,0.01,0.020202020202020204,0.0,0.015625,0.0,0.0,0.020202020202020204,0.013333333333333334
dirty south rap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.010101010101010102,0.02666666666666667
gangster rap,0.029411764705882353,0.10344827586206896,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.0,0.03571428571428571,0.010101010101010102,0.04,0.043478260869565216,0.08,0.011904761904761904,0.0,0.01,0.02,0.01,0.03,0.015873015873015872,0.0,0.02,0.0,0.0,0.04225352112676056,0.04,0.0,0.0,0.01,0.04040404040404041,0.044444444444444446,0.0,0.0,0.14285714285714285,0.0,0.02666666666666667
conscious hip hop,0.08823529411764706,0.10344827586206896,0.08695652173913043,0.0,0.16216216216216217,0.0,0.0,0.015151515151515152,0.0,0.08080808080808081,0.10714285714285714,0.0,0.31,0.0,0.2,0.08333333333333333,0.1,0.08,0.06,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.04225352112676056,0.41,0.02564102564102564,0.0,0.01,0.010101010101010102,0.06666666666666667,0.03125,0.03225806451612903,0.0,0.020202020202020204,0.013333333333333334
west coast rap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.022727272727272728,0.0,0.0,0.010101010101010102,0.06,0.0,0.08,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.014084507042253521,0.07,0.0,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.013333333333333334
